image1.png,|     species
0  Bari2_062|
image4248.png,|     species
0  Bari2_062|
image4249.png,|     species
0  Bari2_062|
image4250.png,|     species
0  Bari2_062|
image4251.png,|     species
0  Bari2_062|
image4252.png,|     species
0  Bari2_062|
image4253.png,|     species
0  Bari2_062|
image4254.png,|     species
0  Bari2_062|
image4255.png,|     species
0  Bari2_062|
image4256.png,|     species
0  Bari2_062|
image4257.png,|     species
0  Bari2_062|
image4258.png,|     species
0  Bari2_062|
image4259.png,|     species
0  Bari2_062|
image4260.png,|     species
0  Bari2_062|
image4261.png,|     species
0  Bari2_062|
image4262.png,|     species
0  Bari2_062|
